,failed_call_count,submitted_complaint,months_as_customer,billing_level,call_count,sms_count,plan_type,account_status,age,customer_value,has_churned
1060,1,0,36,0,89,0,1,1,25,256.59,0
1061,4,0,36,0,48,1,1,2,30,83.24,0
1062,20,0,36,2,219,47,1,1,30,790.16,0
1063,0,0,36,0,21,476,1,1,30,2016.44,0
1064,4,0,35,0,176,143,1,1,25,1334.52,0
1065,0,0,35,0,80,179,1,1,30,967.0,0
1066,0,0,35,0,8,0,1,2,25,26.01,0
1067,0,0,36,0,8,6,1,2,25,45.585,0
1068,0,0,35,0,0,0,1,2,25,0.0,1
1069,0,0,35,0,121,377,1,1,25,2026.08,0
1070,2,0,35,0,148,4,1,1,30,468.32,0
1071,3,0,35,0,69,101,1,1,25,746.19,0
1072,18,0,31,0,41,9,1,2,25,71.595,1
1073,16,0,34,7,87,0,1,1,45,255.425,0
1074,8,1,34,0,92,19,1,1,25,337.725,1
1075,0,0,32,0,16,0,1,1,30,102.04,0
1076,4,0,33,0,35,2,1,2,25,131.4,1
1077,4,0,34,0,38,27,1,2,30,188.04,1
1078,0,1,34,0,0,0,1,2,30,0.0,1
1079,0,0,34,0,19,0,1,1,30,55.28,0
1080,0,0,31,0,91,7,1,1,45,181.775,0
1081,0,0,34,0,1,2,1,2,45,13.1,1
1082,0,0,34,0,0,0,1,1,55,0.0,0
1083,20,0,29,2,232,0,1,1,25,720.09,0
1084,1,0,32,2,110,264,2,1,25,1492.65,0
1085,0,0,34,0,76,0,1,1,25,157.005,0
1086,0,0,33,0,38,31,1,2,30,179.92,0
1087,1,0,34,0,47,168,1,1,25,869.49,0
1088,0,1,25,0,30,186,2,1,25,883.8,1
1089,0,0,24,0,33,23,1,1,45,89.9,0
1090,6,0,25,0,19,3,1,2,25,32.13,0
1091,0,0,24,0,4,14,1,2,45,48.1,0
1092,5,0,23,0,26,12,1,1,25,96.57,0
1093,0,0,23,0,55,1,1,1,30,123.0,0
1094,0,0,16,0,20,21,1,1,25,157.95,0
1095,11,0,15,0,135,78,2,1,15,771.265,0
1096,7,0,13,0,165,66,1,1,45,384.825,0
1097,3,0,14,2,39,24,1,1,30,199.48,0
1098,0,0,7,0,34,208,1,1,30,996.76,0
1099,0,1,7,0,13,0,1,2,25,53.82,1
1100,6,0,38,0,68,3,1,1,25,202.185,0
1101,0,0,39,0,2,5,1,1,25,25.875,0
1102,8,0,37,0,57,357,1,1,25,1708.425,0
1103,8,0,38,0,63,0,1,1,15,220.88,0
1104,1,0,38,0,55,0,1,1,15,121.165,0
1105,9,0,38,1,79,30,1,1,30,264.36,0
1106,2,0,38,0,36,283,1,1,30,1218.04,0
1107,11,0,37,2,118,142,1,1,30,927.52,0
1108,5,0,38,0,166,0,1,1,30,547.76,0
1109,5,0,38,1,80,0,1,1,30,174.0,0
1110,4,0,38,0,92,5,1,1,25,281.925,0
1111,7,0,38,0,51,6,1,1,30,105.76,0
1112,23,0,38,3,222,52,1,1,30,812.68,0
1113,2,0,38,1,24,481,1,1,30,2038.96,0
1114,7,0,37,0,179,148,1,1,25,1359.855,0
1115,1,0,37,1,83,184,1,1,30,989.52,0
1116,0,0,37,0,11,0,1,1,25,28.845,0
1117,0,0,38,0,11,11,1,1,25,70.92,0
1118,0,0,37,0,0,0,1,1,25,0.0,1
1119,1,0,37,0,124,382,1,1,25,2051.415,0
1120,5,0,37,1,151,9,1,1,30,490.84,0
1121,6,0,37,1,72,106,1,1,25,771.525,0
1122,21,1,33,0,44,14,1,1,25,96.93,1
1123,19,0,36,8,90,0,1,1,45,257.0,0
1124,11,1,36,1,95,24,1,1,25,363.06,1
1125,0,0,34,0,19,0,1,1,30,104.56,0
1126,7,0,35,0,38,7,1,1,30,139.32,1
1127,7,1,36,0,41,32,1,1,30,210.56,1
1128,0,0,36,0,0,0,1,1,30,0.0,1
1129,0,0,36,0,22,0,1,1,30,57.8,0
1130,1,0,33,1,94,12,1,1,45,195.85,0
1131,0,0,36,0,4,7,1,1,45,27.175,1
1132,0,0,36,1,1,2,1,1,55,4.41,0
1133,23,0,31,3,235,0,1,1,25,722.925,0
1134,4,0,34,3,113,269,2,1,25,1517.985,0
1135,0,0,36,0,79,0,1,1,25,159.84,0
1136,1,0,35,0,41,36,1,1,30,202.44,0
1137,4,0,36,0,50,173,1,1,25,894.825,0
1138,2,1,27,1,33,191,2,1,25,909.135,0
1139,2,0,26,0,36,28,1,1,45,103.975,0
1140,9,0,27,0,22,8,1,1,25,57.465,0
1141,0,0,26,0,7,19,1,1,45,62.175,0
1142,8,0,25,0,29,17,1,1,25,121.905,0
1143,0,0,25,0,58,6,1,1,30,145.52,0
1144,0,0,18,0,23,26,1,1,25,183.285,0
1145,14,1,17,1,138,83,2,1,15,802.23,0
1146,10,0,15,0,168,71,1,1,45,398.9,0
1147,6,0,16,3,42,29,1,1,30,222.0,0
1148,0,0,9,1,37,213,1,1,30,1019.28,0
1149,1,1,9,1,16,0,1,1,30,50.36,1
1150,0,0,34,0,62,0,1,1,25,183.015,0
1151,0,0,35,0,0,0,1,2,25,0.0,0
1152,2,0,33,0,51,347,1,1,25,1657.755,0
1153,2,0,34,0,57,0,1,1,25,175.05,0
1154,0,0,34,0,49,0,1,1,15,114.235,0
1155,3,0,34,0,73,20,1,1,25,246.735,0
1156,0,0,34,0,30,273,1,1,30,1173.0,0
1157,5,0,33,0,112,132,1,1,30,882.48,0
1158,0,0,34,0,160,0,1,1,30,542.72,0
1159,0,0,34,0,74,0,1,1,30,168.96,0
1160,0,0,34,0,86,0,1,1,25,253.755,0
1161,1,0,34,0,45,0,1,2,30,76.72,0
1162,17,0,34,1,216,42,1,1,25,863.595,0
1163,0,0,34,0,18,471,1,1,30,1993.92,0
1164,1,0,33,0,173,138,1,1,25,1309.185,0
1165,0,0,33,0,77,174,1,1,30,944.48,0
1166,0,0,33,0,5,0,1,2,25,23.175,0
1167,0,0,34,0,5,1,1,2,25,20.25,0
1168,0,0,33,0,0,0,1,2,25,0.0,1
1169,0,0,33,0,118,372,1,1,25,2000.745,0
1170,0,0,33,0,145,0,1,1,30,449.8,0
1171,0,0,33,0,66,96,1,1,25,720.855,0
1172,15,0,29,0,38,4,1,2,25,46.26,1
1173,13,0,32,6,84,0,1,1,45,253.85,0
1174,5,1,32,0,89,14,1,1,25,312.39,1
1175,0,0,30,0,13,0,1,1,30,99.52,0
1176,1,1,31,0,32,0,1,2,25,119.565,1
1177,1,0,32,0,35,22,1,2,30,165.52,1
1178,0,1,32,0,0,0,1,2,25,0.0,1
1179,0,0,32,0,16,0,1,1,30,52.76,0
1180,0,0,29,0,88,2,1,1,45,167.7,0
1181,0,0,32,0,1,0,1,2,30,10.56,1
1182,0,0,32,0,0,0,1,1,45,0.0,0
1183,17,0,27,1,229,0,1,1,25,717.255,0
1184,0,0,30,1,107,259,2,1,25,1467.315,0
1185,0,0,32,0,73,0,1,1,25,154.17,0
1186,0,0,31,0,35,26,1,2,30,157.4,0
1187,0,0,32,0,44,163,1,1,25,844.155,0
1188,0,0,23,0,27,181,2,1,25,858.465,0
1189,0,0,22,0,30,18,1,1,45,75.825,0
1190,3,0,23,0,16,0,1,2,25,15.795,0
1191,0,0,22,0,0,9,1,2,45,22.5,0
1192,2,0,21,0,23,7,1,1,25,71.235,0
1193,0,0,21,0,52,0,1,1,30,116.48,0
1194,0,0,14,0,17,16,1,1,25,132.615,0
1195,8,0,13,0,132,73,2,1,15,740.3,0
1196,4,0,11,0,162,61,1,1,45,370.75,0
1197,0,0,12,1,36,19,1,1,30,176.96,0
1198,0,0,5,0,31,203,1,1,30,974.24,0
1199,0,1,5,0,10,0,1,2,25,50.985,1
1200,4,0,40,0,67,8,1,1,25,225.54,0
1201,0,0,41,0,1,10,1,2,25,49.23,0
1202,6,0,39,0,56,362,1,1,25,1731.78,0
1203,6,0,40,0,62,4,1,1,25,199.575,0
1204,0,0,40,0,54,5,1,1,15,149.71,0
1205,7,0,40,1,78,35,1,1,30,285.12,0
1206,0,0,40,0,35,288,1,1,30,1238.8,0
1207,9,0,39,2,117,147,1,1,30,948.28,0
1208,3,0,40,0,165,3,1,1,30,560.52,0
1209,3,0,40,1,79,5,1,1,30,194.76,0
1210,2,0,40,0,91,10,1,1,25,305.28,0
1211,5,0,40,0,50,11,1,2,30,126.52,0
1212,21,0,40,3,221,57,1,1,30,833.44,0
1213,0,0,40,1,23,486,1,1,30,2059.72,0
1214,5,0,39,0,178,153,1,1,25,1383.21,0
1215,0,0,39,1,82,189,1,1,30,1010.28,0
1216,0,0,39,0,10,3,1,2,25,43.2,0
1217,0,0,40,0,10,16,1,2,25,94.275,0
1218,0,0,39,0,0,3,1,2,25,13.5,1
1219,0,0,39,0,123,387,1,1,25,2074.77,0
1220,3,0,39,1,150,14,1,1,30,511.6,0
1221,4,0,39,1,71,111,1,1,25,794.88,0
1222,19,0,35,0,43,19,1,2,25,120.285,1
1223,17,0,38,8,89,4,2,1,45,267.475,0
1224,9,0,38,1,94,29,1,1,25,386.415,1
1225,0,0,36,0,18,3,1,1,30,117.32,0
1226,5,1,37,0,37,12,1,2,25,180.09,1
1227,5,0,38,0,40,37,1,2,30,231.32,1
1228,0,0,38,0,0,3,1,2,30,12.0,1
1229,0,0,38,0,21,3,1,1,30,70.56,0
1230,0,0,35,1,93,17,1,1,45,208.825,0
1231,0,1,38,0,3,12,1,2,45,40.15,1
1232,0,0,38,1,0,7,1,1,55,10.5,0
1233,21,0,33,3,234,3,1,1,25,737.28,0
1234,2,0,36,3,112,274,2,1,25,1541.34,0
1235,0,0,38,0,78,5,1,1,25,183.195,0
1236,0,0,37,0,40,41,1,2,30,223.2,0
1237,2,0,38,0,49,178,1,1,25,918.18,0
1238,0,0,29,1,32,196,2,1,25,932.49,0
1239,0,0,28,0,35,33,1,1,45,116.95,0
1240,7,0,29,0,21,13,1,2,25,80.82,0
1241,0,0,28,0,6,24,1,2,45,75.15,0
1242,6,0,27,0,28,22,1,1,25,145.26,0
1243,0,0,27,0,57,11,1,1,30,166.28,0
1244,0,0,20,0,22,31,1,1,25,206.64,0
1245,12,0,19,1,137,88,2,1,15,830.775,0
1246,8,0,17,0,167,76,1,1,45,411.875,0
1247,4,0,18,3,41,34,1,1,30,242.76,0
1248,0,0,11,1,36,218,1,1,30,1040.04,0
1249,0,1,11,1,15,3,1,1,30,63.12,1
1250,2,0,32,0,63,0,1,1,25,182.16,0
1251,0,0,33,0,0,0,1,2,25,0.0,0
1252,4,0,31,0,52,342,1,1,25,1634.4,0
1253,4,0,32,0,58,0,1,1,15,212.905,0
1254,0,0,32,0,50,0,1,1,15,113.19,0
1255,5,0,32,0,74,15,1,1,25,223.38,0
1256,0,0,32,0,31,268,1,1,30,1152.24,0
1257,7,0,31,0,113,127,1,1,30,861.72,0
1258,1,0,32,0,161,0,1,1,30,541.96,0
1259,1,0,32,0,75,0,1,1,30,168.2,0
1260,0,0,32,0,87,0,1,1,25,252.9,0
1261,3,0,32,0,46,0,1,2,30,75.96,0
1262,19,0,32,1,217,37,1,1,30,746.88,0
1263,0,0,32,0,19,466,1,1,30,1973.16,0
1264,3,0,31,0,174,133,1,1,25,1285.83,0
1265,0,0,31,0,78,169,1,1,30,923.72,0
1266,0,0,31,0,6,0,1,2,25,22.32,0
1267,0,0,32,0,6,0,1,2,25,14.895,0
1268,0,0,31,0,0,0,1,2,25,0.0,1
1269,0,0,31,0,119,367,1,1,25,1977.39,0
1270,1,0,31,0,146,0,1,1,30,449.04,0
1271,2,0,31,0,67,91,1,1,25,697.5,0
1272,17,0,27,0,39,0,1,2,25,27.405,1
1273,15,0,30,6,85,0,1,1,45,253.375,0
1274,7,0,30,0,90,9,1,1,25,289.035,1
1275,0,0,28,0,14,0,1,1,30,98.76,0
1276,3,1,29,0,33,0,1,2,25,118.71,1
1277,3,0,30,0,36,17,1,2,30,144.76,1
1278,0,0,30,0,0,0,1,2,25,0.0,1
1279,0,0,30,0,17,0,1,1,30,52.0,0
1280,0,0,27,0,89,0,1,1,45,162.225,0
1281,0,1,30,0,0,0,1,2,45,0.0,1
1282,0,0,30,0,0,0,1,1,45,0.0,0
1283,19,0,25,1,230,0,1,1,25,716.4,0
1284,0,0,28,1,108,254,2,1,25,1443.96,0
1285,0,0,30,0,74,0,1,1,25,153.315,0
1286,0,0,29,0,36,21,1,2,30,136.64,0
1287,0,0,30,0,45,158,1,1,25,820.8,0
1288,0,0,21,0,28,176,2,1,25,835.11,0
1289,0,0,20,0,31,13,1,1,45,62.85,0
1290,5,0,21,0,17,0,1,2,25,14.94,0
1291,0,0,20,0,0,4,1,2,45,10.0,0
1292,4,0,19,0,24,2,1,1,25,47.88,0
1293,0,0,19,0,53,0,1,1,30,115.72,0
1294,0,0,12,0,18,11,1,1,25,109.26,0
1295,10,0,11,0,133,68,2,1,15,711.755,0
1296,6,0,9,0,163,56,1,1,45,357.775,0
1297,2,0,10,1,37,14,1,1,30,156.2,0
1298,0,0,3,0,32,198,1,1,30,953.48,0
1299,0,0,3,0,11,0,1,1,25,50.13,1
1300,8,0,42,0,75,13,1,1,30,228.0,0
1301,0,0,43,0,9,15,1,2,25,80.19,0
1302,10,0,41,0,64,367,1,1,30,1566.88,0
1303,10,0,42,0,70,9,1,1,15,281.765,0
1304,3,0,42,0,62,10,1,1,15,187.55,0
1305,11,0,42,1,86,40,1,1,30,312.64,0
1306,4,0,42,0,43,293,1,1,30,1266.32,0
1307,13,0,41,2,125,152,1,1,30,975.8,0
1308,7,0,42,0,173,8,1,1,30,588.04,0
1309,7,0,42,1,87,10,1,1,30,222.28,0
1310,6,0,42,0,99,15,1,1,30,298.88,0
1311,9,1,42,0,58,16,1,2,30,154.04,0
1312,25,0,42,3,229,62,1,1,30,860.96,0
1313,4,0,42,1,31,491,1,1,30,2087.24,0
1314,9,0,41,0,186,158,1,1,25,1414.17,0
1315,3,0,41,1,90,194,1,1,30,1037.8,0
1316,0,0,41,0,18,8,1,2,25,74.16,0
1317,2,0,42,0,18,21,1,2,30,111.32,0
1318,0,0,41,0,0,8,1,2,25,36.0,1
1319,3,0,41,0,131,392,1,1,25,2105.73,0
1320,7,0,41,1,158,19,1,1,45,336.95,0
1321,8,0,41,1,79,116,1,1,25,825.84,0
1322,23,1,37,0,51,24,1,2,25,151.245,1
1323,21,1,40,8,97,9,2,1,55,170.805,0
1324,13,0,40,1,102,34,1,1,25,417.375,0
1325,1,0,38,0,26,8,1,1,30,144.84,0
1326,9,1,39,0,45,17,1,2,30,187.6,1
1327,9,0,40,0,48,42,1,2,30,258.84,1
1328,0,0,40,0,6,8,1,2,30,35.76,1
1329,1,0,40,0,29,8,1,1,30,98.08,0
1330,3,0,37,1,101,22,1,1,55,135.615,0
1331,0,1,40,0,11,17,1,2,45,57.35,1
1332,0,0,40,1,8,12,1,1,55,22.515,0
1333,25,0,35,3,242,8,1,1,25,768.24,0
1334,6,0,38,3,120,279,2,1,25,1572.3,0
1335,2,0,40,0,86,10,1,1,25,214.155,0
1336,3,0,39,0,48,46,1,2,30,250.72,0
1337,6,0,40,0,57,183,1,1,25,949.14,0
1338,4,0,31,1,40,201,2,1,25,963.45,0
1339,4,0,30,0,43,38,1,1,45,134.15,0
1340,11,0,31,0,29,18,1,2,25,111.78,0
1341,0,0,30,0,14,29,1,2,45,92.35,0
1342,10,0,29,0,36,27,1,1,25,176.22,0
1343,2,0,29,0,65,16,1,1,30,193.8,0
1344,2,0,22,0,30,36,1,1,25,237.6,0
1345,16,0,21,1,145,93,2,1,25,710.685,0
1346,12,0,19,0,175,81,1,1,45,429.075,0
1347,8,0,20,3,49,39,1,1,30,270.28,0
1348,2,0,13,1,44,223,1,1,30,1067.56,0
1349,3,0,13,1,23,8,1,1,30,90.64,1
1350,0,0,30,0,55,0,1,1,25,173.7,0
1351,0,0,31,0,0,0,1,2,25,0.0,0
1352,0,0,29,0,44,337,1,1,25,1603.44,0
1353,0,0,30,0,50,0,1,1,15,202.565,0
1354,0,0,30,0,42,0,1,1,15,102.85,0
1355,1,0,30,0,66,10,1,1,25,192.42,0
1356,0,0,30,0,23,263,1,1,30,1124.72,0
1357,3,0,29,0,105,122,1,1,30,834.2,0
1358,0,0,30,0,153,0,1,1,30,534.44,0
1359,0,0,30,0,67,0,1,1,30,160.68,0
1360,0,0,30,0,79,0,1,1,25,244.44,0
1361,0,0,30,0,38,0,1,2,30,68.44,0
1362,15,0,30,1,209,32,1,1,25,809.28,0
1363,0,0,30,0,11,461,1,1,30,1945.64,0
1364,0,0,29,0,166,128,1,1,25,1254.87,0
1365,0,0,29,0,70,164,1,1,30,896.2,0
1366,0,0,29,0,0,0,1,2,25,0.0,0
1367,0,0,30,0,0,0,1,2,25,0.0,0
1368,0,0,29,0,0,0,1,2,25,0.0,1
1369,0,0,29,0,111,362,1,1,25,1946.43,0
1370,0,0,29,0,138,0,1,1,30,441.52,0
1371,0,0,29,0,59,86,1,1,25,666.54,0
1372,13,1,25,0,31,0,1,2,25,18.945,1
1373,11,0,28,6,77,0,2,1,45,248.675,0
1374,3,0,28,0,82,4,1,1,25,258.075,1
1375,0,0,26,0,6,0,1,1,30,91.24,0
1376,0,1,27,0,25,0,1,2,25,110.25,1
1377,0,1,28,0,28,12,1,2,30,117.24,1
1378,0,0,28,0,0,0,1,2,25,0.0,1
1379,0,0,28,0,0,0,1,1,30,0.0,0
1380,0,0,25,0,81,0,1,1,45,157.525,0
1381,0,0,28,0,0,0,1,2,30,0.0,1
1382,0,1,28,0,0,0,1,1,45,0.0,1
1383,15,0,23,1,222,0,1,1,25,707.94,0
1384,0,0,26,1,100,249,2,1,25,1413.0,0
1385,0,0,28,0,66,0,1,1,25,144.855,0
1386,0,0,27,0,28,16,1,2,30,109.12,0
1387,0,0,28,0,37,153,1,1,25,789.84,0
1388,0,0,19,0,20,171,2,1,25,804.15,0
1389,0,0,18,0,23,8,1,1,45,45.65,0
1390,0,0,19,0,0,0,1,2,25,0.0,0
1391,0,0,18,0,0,0,1,2,45,0.0,0
1392,0,0,17,0,16,0,1,1,25,30.42,0
1393,0,0,17,0,45,0,1,1,30,108.2,0
1394,0,0,10,0,10,6,1,1,25,78.3,0
1395,6,0,9,0,125,63,2,1,15,673.915,0
1396,2,0,7,0,155,51,1,1,45,340.575,0
1397,0,0,8,1,29,9,1,1,30,128.68,0
1398,0,0,3,0,24,193,1,1,25,1041.705,0
1399,0,0,3,0,0,0,1,1,25,0.0,1
1400,5,0,39,0,73,9,1,1,25,234.81,0
1401,0,0,40,0,7,11,1,2,25,58.5,0
1402,7,0,38,0,62,363,1,1,25,1741.05,0
1403,7,0,39,0,68,5,1,1,15,255.255,0
1404,0,0,39,0,60,6,1,1,15,161.04,0
1405,8,0,39,0,84,36,1,1,25,330.03,0
1406,1,0,39,0,41,289,1,1,30,1247.04,0
1407,10,0,38,1,123,148,1,1,30,956.52,0
1408,4,0,39,0,171,4,1,1,30,568.76,0
1409,4,0,39,0,85,6,1,1,30,203.0,0
1410,3,0,39,0,97,11,1,1,25,314.55,0
1411,6,0,39,0,56,12,1,2,30,134.76,0
1412,22,0,39,2,227,58,1,1,30,841.68,0
1413,1,0,39,0,29,487,1,1,30,2067.96,0
1414,6,0,38,0,184,154,1,1,25,1392.48,0
1415,0,0,38,0,88,190,1,1,30,1018.52,0
1416,0,0,38,0,16,4,1,2,25,52.47,0
1417,0,0,39,0,16,17,1,2,25,103.545,0
1418,0,0,38,0,0,4,1,2,25,18.0,1
1419,0,0,38,0,129,388,1,1,25,2084.04,0
1420,4,0,38,0,156,15,1,1,30,519.84,0
1421,5,0,38,0,77,112,1,1,25,804.15,0
1422,20,1,34,0,49,20,1,2,25,129.555,1
1423,18,0,37,7,95,5,2,1,45,272.625,0
1424,10,0,37,0,100,30,1,1,25,395.685,1
1425,0,0,35,0,24,4,1,1,30,125.56,0
1426,6,1,36,0,43,13,1,2,25,189.36,1
1427,6,1,37,0,46,38,1,2,30,239.56,1
1428,0,0,37,0,4,4,1,2,30,16.48,1
1429,0,0,37,0,27,4,1,1,30,78.8,0
1430,0,0,34,0,99,18,1,1,45,213.975,0
1431,0,1,37,0,9,13,1,2,45,45.3,1
1432,0,0,37,0,6,8,1,1,55,15.285,0
1433,22,0,32,2,240,4,1,1,25,746.55,0
1434,3,0,35,2,118,275,2,1,25,1550.61,0
1435,0,0,37,0,84,6,1,1,25,192.465,0
1436,0,0,36,0,46,42,1,2,30,231.44,0
1437,3,0,37,0,55,179,1,1,25,927.45,0
1438,1,0,28,0,38,197,2,1,25,941.76,0
1439,1,0,27,0,41,34,1,1,45,122.1,0
1440,8,0,28,0,27,14,1,2,25,90.09,0
1441,0,0,27,0,12,25,1,2,45,80.3,0
1442,7,0,26,0,34,23,1,1,25,154.53,0
1443,0,0,26,0,63,12,1,1,30,174.52,0
1444,0,0,19,0,28,32,1,1,25,215.91,0
1445,13,0,18,0,143,89,2,1,15,842.105,0
1446,9,0,16,0,173,77,1,1,45,417.025,0
1447,5,0,17,2,47,35,1,1,30,251.0,0
1448,0,0,10,0,42,219,1,1,30,1048.28,0
1449,0,1,10,0,21,4,1,1,25,80.28,1
1450,1,0,33,0,57,0,1,1,25,177.39,0
1451,0,0,34,0,0,0,1,2,25,0.0,0
1452,3,0,32,0,46,341,1,1,25,1625.13,0
1453,3,0,33,0,52,0,1,1,15,207.075,0
1454,0,0,33,0,44,0,1,1,15,107.36,0
1455,4,0,33,0,68,14,1,1,25,214.11,0
1456,0,0,33,0,25,267,1,1,30,1144.0,0
1457,6,0,32,1,107,126,1,1,30,853.48,0
1458,0,0,33,0,155,0,1,1,30,537.72,0
1459,0,0,33,0,69,0,1,1,30,163.96,0
1460,0,0,33,0,81,0,1,1,25,248.13,0
1461,2,0,33,0,40,0,1,2,30,71.72,0
1462,18,0,33,2,211,36,1,1,30,738.64,0
1463,0,0,33,0,13,465,1,1,30,1964.92,0
1464,2,0,32,0,168,132,1,1,25,1276.56,0
1465,0,0,32,0,72,168,1,1,30,915.48,0
1466,0,0,32,0,0,0,1,2,25,0.0,0
1467,0,0,33,0,0,0,1,2,25,0.0,0
1468,0,0,32,0,0,0,1,2,25,0.0,1
1469,0,0,32,0,113,366,1,1,25,1968.12,0
1470,0,0,32,0,140,0,1,1,30,444.8,0
1471,1,0,32,0,61,90,1,1,25,688.23,0
1472,16,0,28,0,33,0,1,2,25,22.635,1
1473,14,0,31,7,79,0,1,1,45,250.725,0
1474,6,1,31,0,84,8,1,1,25,279.765,1
1475,0,0,29,0,8,0,1,1,30,94.52,0
1476,2,1,30,0,27,0,1,2,25,113.94,1
1477,2,0,31,0,30,16,1,2,30,136.52,1
1478,0,0,31,0,0,0,1,2,30,0.0,1
1479,0,0,31,0,0,0,1,1,30,0.0,0
1480,0,0,28,0,83,0,1,1,45,159.575,0
1481,0,0,31,0,0,0,1,2,45,0.0,1
1482,0,0,31,0,0,0,1,1,55,0.0,0
1483,18,0,26,2,224,0,1,1,25,711.63,0
1484,0,0,29,2,102,253,2,1,25,1434.69,0
1485,0,0,31,0,68,0,1,1,25,148.545,0
1486,0,0,30,0,30,20,1,2,30,128.4,0
1487,0,0,31,0,39,157,1,1,25,811.53,0
1488,0,0,22,0,22,175,2,1,25,825.84,0
1489,0,0,21,0,25,12,1,1,45,57.7,0
1490,4,0,22,0,11,0,1,2,25,10.17,0
1491,0,0,21,0,0,3,1,2,45,7.5,0
1492,3,0,20,0,18,1,1,1,25,38.61,0
1493,0,0,20,0,47,0,1,1,30,111.48,0
1494,0,0,13,0,12,10,1,1,25,99.99,0
1495,9,0,12,0,127,67,2,1,15,700.425,0
1496,5,0,10,0,157,55,1,1,45,352.625,0
1497,1,0,11,2,31,13,1,1,30,147.96,0
1498,0,0,4,0,26,197,1,1,30,945.24,0
1499,0,0,4,0,5,0,1,1,25,45.36,1
1500,7,0,36,1,75,19,1,1,25,298.8,0
1501,0,0,37,0,9,21,1,2,25,122.49,0
1502,9,0,35,1,64,373,1,1,25,1805.04,0
1503,9,0,36,1,70,15,1,1,15,333.465,0
1504,2,0,36,1,62,16,1,1,15,239.25,0
1505,10,0,36,2,86,46,1,1,30,350.24,0
1506,3,0,36,1,43,299,1,1,30,1303.92,0
1507,12,0,35,3,125,158,1,1,30,1013.4,0
1508,6,0,36,1,173,14,1,1,30,625.64,0
1509,6,0,36,2,87,16,1,1,30,259.88,0
1510,5,0,36,1,99,21,1,1,25,378.54,0
1511,8,0,36,0,58,22,1,2,30,191.64,0
1512,24,0,36,4,229,68,2,1,30,898.56,0
1513,3,0,36,2,31,497,1,1,30,2124.84,0
1514,8,0,35,1,186,164,1,1,25,1456.47,0
1515,2,0,35,2,90,200,1,1,30,1075.4,0
1516,0,0,35,0,18,14,1,2,25,116.46,0
1517,1,0,36,0,18,27,1,2,25,167.535,0
1518,0,1,35,0,4,14,1,2,25,76.455,1
1519,2,0,35,1,131,398,1,1,25,2148.03,0
1520,6,0,35,2,158,25,1,1,30,576.72,0
1521,7,0,35,2,79,122,1,1,25,868.14,0
1522,22,0,31,0,51,30,1,2,25,193.545,1
1523,20,0,34,9,97,15,1,1,45,308.175,0
1524,12,0,34,2,102,40,1,1,25,459.675,0
1525,0,0,32,1,26,14,1,1,30,182.44,0
1526,8,0,33,0,45,23,1,2,25,253.35,1
1527,8,1,34,0,48,48,1,2,30,296.44,1
1528,0,0,34,0,6,14,1,2,30,73.36,1
1529,0,0,34,1,29,14,1,1,30,135.68,0
1530,2,0,31,2,101,28,1,1,45,249.525,0
1531,0,0,34,0,11,23,1,2,45,80.85,1
1532,0,0,34,2,8,18,1,1,55,36.615,0
1533,24,0,29,4,242,14,1,1,25,810.54,0
1534,5,0,32,4,120,285,2,1,25,1614.6,0
1535,1,0,34,1,86,16,1,1,25,256.455,0
1536,2,1,33,0,48,52,1,2,30,288.32,1
1537,5,0,34,1,57,189,1,1,25,991.44,0
1538,3,0,25,2,40,207,2,1,25,1005.75,0
1539,3,0,24,1,43,44,1,1,45,157.65,0
1540,10,0,25,0,29,24,1,2,25,154.08,0
1541,0,0,24,0,14,35,1,2,45,115.85,0
1542,9,0,23,1,36,33,1,1,25,218.52,0
1543,1,0,23,1,65,22,1,1,30,231.4,0
1544,1,0,16,1,30,42,1,1,25,279.9,0
1545,15,0,15,2,145,99,2,1,15,920.315,0
1546,11,0,13,1,175,87,1,1,45,452.575,0
1547,7,0,14,4,49,45,1,1,30,307.88,0
1548,1,0,7,2,44,229,1,1,30,1105.16,0
1549,2,1,7,2,23,14,1,1,30,128.24,1
1550,0,0,36,0,55,0,1,1,25,158.4,0
1551,0,0,37,0,0,0,1,2,25,0.0,0
1552,1,0,35,0,44,331,1,1,25,1561.14,0
1553,1,0,36,0,50,0,1,1,15,183.865,0
1554,0,0,36,0,42,0,1,1,15,84.15,0
1555,2,0,36,0,66,4,1,1,25,150.12,0
1556,0,0,36,0,23,257,1,1,30,1087.12,0
1557,4,0,35,0,105,116,1,1,30,796.6,0
1558,0,0,36,0,153,0,1,1,30,520.84,0
1559,0,0,36,0,67,0,1,1,30,147.08,0
1560,0,0,36,0,79,0,1,1,25,229.14,0
1561,0,0,36,0,38,0,1,2,30,54.84,0
1562,16,0,36,0,209,26,1,1,30,681.76,0
1563,0,0,36,0,11,455,1,1,30,1908.04,0
1564,0,0,35,0,166,122,1,1,25,1212.57,0
1565,0,0,35,0,70,158,1,1,30,858.6,0
1566,0,0,35,0,0,0,1,2,25,0.0,0
1567,0,0,36,0,0,0,1,2,25,0.0,0
1568,0,0,35,0,0,0,1,2,25,0.0,1
1569,0,0,35,0,111,356,1,1,25,1904.13,0
1570,0,0,35,0,138,0,1,1,30,427.92,0
1571,0,0,35,0,59,80,1,1,25,624.24,0
1572,7,0,31,0,2,0,1,2,25,2.34,1
